Title_Author,ISBN
"('A Time of Angels', 'Karen Hesse')",0786812095
"('A Time to Dance, No Time to Weep', 'Rumer Godden')",0688089046
"('A Time to Kill', 'JOHN GRISHAM')",0440211727
"('A Time to Kill', 'John Grisham')",0922066728
"('A Town Like Alice', 'Nevil Shute')",0345353749
"('A Traitor to Memory', 'Elizabeth George')",0553582364
"('A Tree Grows in Brooklyn', 'Betty Smith')",006092988X
"('A Trial by Jury', 'D. Graham Burnett')",0375413030
"('A Trip to the Beach: Living on Island Time in the Caribbean', 'Melinda Blanchard')",060980748X
"('A Trouble of Fools', 'Linda Barnes')",0449216403
"('A Twist in the Tale', 'Jeffrey Archer')",006100717X
"('A Venetian Affair', 'ANDREA DI ROBILANT')",037541181X
"('A Very Long Engagement', 'Sebastien Japrisot')",0452272971
"('A View from the Bench', 'Joseph A. Wapner')",0671638734
"('A Village Affair', 'Joanna Trollope')",0425171094
"('A Virtuous Woman', 'Kaye Gibbons')",0679728449
"('A Vision of Light', 'Judith Merkle Riley')",0440205204
"('A Visitation of Spirits: A Novel', 'Randall Kenan')",0375703977
"('A Vow of Silence', 'Veronica Black')",0312044410
"('A Walk Across America', 'Peter Jenkins')",0449204553
"('A Walk Through Wales', 'Anthony Bailey')",0061180084
"('A Walk Through the Fire', 'Marcia Muller')",0446608165
"('A Walk in the Woods: Rediscovering America on the Appalachian Trail', 'Bill Bryson')",0767902513
"('A Walk to Remember', 'Nicholas Sparks')",0446608955
"('A Week in the Zone', 'Barry Sears')",006103083X
"('A Well-Timed Enchantment', 'Vivian Vande Velde')",0517573199
"('A Whisper in the Wind', 'Madeline Baker')",0843930756
"('A Whisper of Blood', 'Ellen Datlow')",0441002668
"('A Widow for One Year', 'JOHN IRVING')",0345424719
"('A Wind in the Door', ""Madeleine L'Engle"")",0440487617
"('A Winter Haunting', 'Dan Simmons')",0380817160
"('A Winter Marriage: A Novel', 'Kerry Hardie')",0316076228
"('A Wizard Alone: The Sixth Book in the Young Wizards Series', 'Diane Duane')",0152045627
"(""A Wizard's Dozen: Stories of the Fantastic"", 'Michael Stearns')",0590865420
"(""A Woman After God's Own Heart"", 'Elizabeth George')",1565075331
"('A Woman Betrayed', 'Barbara Delinsky')",0061040347
"('A Woman Named Jackie', 'C. David Heymann')",0451165675
"('A Woman Run Mad', ""John L'Heureux"")",067081752X
"('A Woman of Independent Means', 'Elizabeth Forsythe Hailey')",0440205506
"('A Woman of Passion', 'Virginia Henley')",0440222087
"('A Woman of Substance', 'Barbara Taylor Bradford')",038049163X
"(""A Woman's Age"", 'Rachel Billington')",0553141422
"(""A Woman's Book of Life: The Biology, Psychology, and Spirituality of the Feminine Life Cycle"", 'Joan Borysenko')",1573220434
"(""A Woman's Eye"", 'Sara Paretsky')",0440213355
"(""A Woman's Place"", 'Barbara Delinsky')",0061095052
"(""A Woman's Worth"", 'Marianne Williamson')",0679422188
"('A Wonder Book for Boys &amp; Girls', 'Nathaniel Hawthorne')",0613091132
"('A World Away', ""Stewart O'Nan"")",0805057757
"('A World Lit Only by Fire : The Medieval Mind and the Renaissance - Portrait of an Age', 'William Manchester')",0316545562
"('A World Made of Fire', 'Mark Childress')",0345419049
"('A World Out of Time', 'Larry Niven')",0345336968
"('A World of Difference', 'Leona Blair')",0553284355
"('A World of Ideas: Essential Readings for College Writers', 'Lee A. Jacobus')",031239019X
"('A Wrinkle in Time', ""Madeleine L'Engle"")",0440998050
"('A Year and a Day', 'Virginia Henley')",0440222079
"('A Year in Provence', 'Peter Mayle')",0679731148
"('A Year in Van Nuys', 'Sandra Tsing Loh')",0609809512
"('A Year of Full Moons', 'Madelyn Arnold')",0312287240
"('A confederacy of dunces', 'John Kennedy Toole')",0394179692
"('A taste for death', 'P. D James')",0571145701
"('A, My Name Is Ami', 'Norma Fox Mazer')",0590400541
"('AGENDA', 'Bob Woodward')",0671864866
"('AMERICAN KNEES', 'Shawn Wong')",0684803046
"('AND MORE BY ANDY ROONEY', 'Andrew A. Rooney')",0689113161
"(""ANGELA'S ASHES"", 'Frank McCourt')",0684874350
"('ANNE FRANK: DIARY OF A YOUNG GIRL', 'Anne Frank')",0671690094
"('ANYTHING FOR BILLY', 'Larry McMurtry')",0671670913
"('AS YOU LIKE IT', 'William Shakespeare')",0671722565
"('AT BERTRAMS HOTEL', 'Agatha Christie')",0671457616
"('AT PARADISE GATE', 'Jane Smiley')",0671885332
"('AVAILABLE LIGHT', 'Ellen Currie')",0671632051
"('AWAKENING', 'Jude Deveraux')",0671452592
"(""Aaron and Gayla's Counting Book"", 'Eloise Greenfield')",0863162096
"('Abandonati', 'Garry Kilworth')",0044403917
"('Abducted!: The Story of the Intruders Continues', 'Debbie Jordan')",0440221161
"('Aberystwyth Mon Amour', 'Malcolm Pryce')",0747557861
"('Abhorsen (The Abhorsen Trilogy)', 'Garth Nix')",0060528737
"('Abide With Me: A Novel (Abide with Me)', 'E. Lynn Harris')",038548657X
"('Abigail', 'Lois Henderson')",0060638656
"('About Yvonne', 'Donna Masini')",0140274383
"('About a Boy', 'Nick Hornby')",1573227331
"('Above Suspicion', 'Helen MacInnes')",0151027072
"('Above the Clouds: The Diaries of a High-Altitude Mountaineer', 'Anatoli Boukreev')",0312269706
"('Above the Law: A Novel', 'J. F. Freedman')",0451202244
"('Abraham : A Journey to the Heart of Three Faiths', 'Bruce Feiler')",0380977761
"('Absender unbekannt.', 'Dennis Lehane')",3548247180
"('Absolute Certainty : A Crime Novel', 'Rose Connors')",0743229061
"('Absolute Power', 'David Baldacci')",0446603589
"('Absolute Rage', 'Robert K. Tanenbaum')",0743403452
"('Absolute Zero', 'Chuck Logan')",0061031569
"('Absolutely Normal Chaos', 'Sharon Creech')",0064406326
"('Absolutely, Positively', 'Jayne Ann Krentz')",0671778730
"('Abuse of Power', 'Nancy Taylor Rosenberg')",0451180062
"('Academic Murder', 'Dorsey Fiske')",0595209238
"('Acceptable Risk', 'Robin Cook')",0425151867
"('Accident', 'Danielle Steel')",0440217547
"('Accidental Creatures', 'Anne Harris')",0312865384
"('Accidents in the Home: A Novel', 'Tessa Hadley')",0312421028
"('According to Queeney', 'Beryl Bainbridge')",0786709820
"('Accordion Crimes', 'E. Annie Proulx')",0684195488
"('Ace: The Very Important Pig', 'Dick King-Smith')",0679819312
"(""Achilles' Choice"", 'Larry Niven')",0812510836
"('Acid Row', 'Minette Walters')",0515135828
"('Acqua Alta', 'Donna Leon')",0330346261
"('Acquired Tastes', 'Peter Mayle')",0553371835
"('Across China', 'Peter Jenkins')",0449214567
"('Act Now, Apologize Later', 'Adam Werbach')",0060929413
"('Act of Betrayal', 'Edna Buchanan')",0786860987
"('Act of God', 'Susan R. Sloan')",0446524514
"('Act of Love', 'Joe R. Lansdale')",0786702885
"('Act of Will', 'Barbara Taylor Bradford')",0061008117
"('Acting Out : A Novel', 'Benilde Little')",0684854805
"('Acts of Conscience', 'William Barton')",0446672513
"('Acts of Faith', 'Erich Segal')",0553560700
"('Acts of God (Book Three of The Christ Clone Trilogy)', 'James BeauSeigneur')",0446531278
"('Acts of Love', 'Emily Listfield')",0140232818
"('Acts of Love', 'JUDITH MICHAEL')",080411787X
"(""Acts of War (Tom Clancy's Op Center (Paperback))"", 'Tom Clancy')",042515601X
"('Actual Innocence', 'Barry Siegel')",0345413105
"(""Adam's Fall"", 'Sandra Brown')",0553567683
"('Adieu Volodia', 'Simone Signoret')",225303956X
"('Adolf Hitler', 'John Toland')",0345258991
"('Adolphe', 'Benjamin Constant')",2266127780
"('Adopting the Racing Greyhound', 'Cynthia A. Branigan')",0876051905
"('Adoption Story: A Son Is Given', 'Marguerite Ryan')",0843930489
"('Adrian Mole: The Cappuccino Years', 'Sue Townsend')",1569472475
"('Adrian Mole: The Lost Years', 'Sue Townsend')",1569470553
"('Adrift: Seventy-Six Days Lost at Sea', 'Steven Callahan')",0345340833
"(""Adventures in Porkland: How Washington Wastes Your Money and Why They Won't Stop"", 'Brian Kelly')",0679406565
"('Adventures in Prayer', 'Catherine Marshall')",0345347552
"('Adventures of Huckleberry Finn', 'Mark Twain')",0451523733
"('Adventures of Huckleberry Finn (Great Illustrated Classics)', 'Mark Twain')",1577656768
"('Adventures of Huckleberry Finn (Mark Twain Library)', 'Mark Twain')",0520228383
"('Adventures of Sherlock Holmes', 'Arthur Conan Doyle')",1566198593
"('Adventures of Sherlock Holmes', 'Arthur Conan, Sir Doyle')",0893754021
"('Adventures of Stainless Steel Rat', 'Harry Harrison')",0425061701
"('Adventures of Tom Sawyer', 'Mark Twain')",0439099404
"('Adventures of a Scottish Heiress', 'Cathy Maxwell')",0060092963
"('Advice to Writers: A Compendium of Quotes, Anecdotes, and Writerly Wisdom from a Dazzling Array of Literary Lights', 'Jon Winokur')",0679443878
"('Advise and Consent', 'Allen Drury')",038505419X
"('Aeneid of Virgil', 'Virgil')",0385093187
"(""Aesop's Fables"", 'Aesop')",1587170000
"('Affair', 'Amanda Quick')",0553574078
"('Affinity', 'Sarah Waters')",1573228737
"('Affliction', 'Russell Banks')",0060920076
"('Affluenza: The All-Consuming Epidemic', 'John De Graaf')",1576751996
"('Africans and Their History', 'Joseph E. Harris')",0452011817
"('After All', 'Mary Tyler Moore')",0440223032
"('After All These Years', 'Susan Isaacs')",0061091790
"('After Breathless', 'Jennifer Potter')",0747524432
"('After Caroline', 'Kay Hooper')",0553571842
"('After Dachau: A Novel', 'Daniel Quinn')",1893956237
"('After Dark', 'Beverly Barton')",0821766937
"('After Dark', 'Phillip Margolin')",0553569082
"('After Hannibal', 'Barry Unsworth')",0393317706
"('After Henry', 'Joan Didion')",0679745394
"('After Life', 'Rhian Ellis')",0141001534
"('After Long Silence: A Memoir', 'Helen Fremont')",0385333706
"('After Rain', 'William Trevor')",0140258345
"(""After You'd Gone"", ""Maggie O'Farrell"")",0142000329
"('After the Bomb', 'Gloria D. Miklowitz')",0590332872
"('After the Ecstasy, the Laundry: How the Heart Grows Wise on the Spiritual Path', 'Jack Kornfield')",0553378295
"('After the Fire', 'Belva Plain')",044023574X
"('After the Fire', 'Jane Rule')",0771596154
"('After the First Death', 'Lawrence Block')",0786701676
"('After the First Death', 'Robert Cormier')",0394841220
"('After the Funeral (Hercule Poirot Mysteries (Paperback))', 'Agatha Christie')",0061003719
"('After the Plague: And Other Stories', 'T. Coraghessan Boyle')",0670030058
"('After the Rain', 'Norma Fox Mazer')",0380750252
"('After the Reunion', 'Rona Jaffe')",044010047X
"('Afterburn', 'Colin Harrison')",0312978707
"('Afterdark (Afterdark)', 'Annie Dalton')",0749746017
"('Afterlife', 'Paul Monette')",0380711974
"('Afterlove', 'Robert Rosenblum')",0451207866
"('Aftermath', 'LeVar Burton')",0446605018
"('Aftermath: A Novel of Suspense', 'Peter Robinson')",B0000AA9JU
"('Afternoon of the Elves', 'Janet Taylor Lisle')",0590439448
"('Aftershocks', 'Catherine Coulter')",0373482590
"('Again Calls the Owl', 'Margaret Craven')",0440300746
"('Again, Dangerous Visions', 'Harlan Ellison')",0451075803
"('Against All Enemies', 'Harold Coyle')",0765341697
"('Against Our Will', 'Susan Brownmiller')",055320338X
"('Against The Rules', 'Linda Howard')",1551660172
"('Against the Storm', 'Gaye Hicyilmaz')",0440900506
"('Agatha', 'Kathleen Tynan')",0345275861
"('Agatha Christie: An Autobiography', 'Agatha Christie')",042515260X
"('Agatha Raisin and the Day the Floods Came (An Agatha Raisin Mystery)', 'M. C. Beaton')",0312207670
"('Agatha Raisin and the Love from Hell (An Agatha Raisin Mystery)', 'M. C. Beaton')",0312207662
"('Agatha Raisin and the Walkers of Dembley', 'M. C. Beaton')",0804113580
"('Age of Iron', 'J.M. Coetzee')",0394588592
"('Ageless Body, Timeless Mind: The Quantum Alternative to Growing Old', 'Deepak Chopra')",0517592576
"('Agent In Place', 'Helen Macinnes')",0449231275
"('Agent in Place', 'Helen MacInnes')",0151039674
"('Agents of Innocence', 'David Ignatius')",0393317382
"('Agony and the Ecstasy', 'Irving Stone')",0451146921
"('Ah, Treachery!', 'Ross Thomas')",0892964529
"(""Ahab's Wife: Or, The Star-Gazer: A Novel"", 'Sena Jeter Naslund')",0688177859
"('Ahoy There, Little Polar Bear', 'Hans De Beer')",155858028X
"('Ai: The Tumultuous History of the Search for Artificial Intelligence', 'Daniel Crevier')",0465029973
"('Aim for the Heart', 'Wendell McCall')",0312046693
"('Aimee und Jaguar. Eine Liebesgeschichte, Berlin 1943.', 'Erica Fischer')",3423084065
"(""Ain't Gonna Be the Same Fool Twice"", 'April Sinclair')",0380727943
"(""Ain't I A Woman!: A Book of Women's Poetry from Around the World"", 'Illona Linthwaite')",0517093650
"(""Ain't Nobody's Business If I Do"", 'Valerie W. Wesley')",0380803046
"(""Ain't Nobody's Business If You Do : The Absurdity of Consensual Crimes in Our Free Country"", 'Peter McWilliams')",0931580587
"(""Ain't She Sweet?"", 'Susan Elizabeth Phillips')",0066211247
"('Air Ferrets Aloft', 'Richard Bach')",0743227530
"('Airframe', 'Michael Crichton')",0345402871
"('Airport', 'Arthur Hailey')",0425176088
"('Airs Above Ground', 'Mary Stewart')",0449238687
"('Airscream', 'John Bruce')",0002220032
"('Alamut', 'Judith Tarr')",0385264356
"('Alan and Naomi', 'Myron Levoy')",0060238003
"('Alas Babylon', 'Pat Frank')",0553229788
"('Alas, Babylon', 'Pat Frank')",0060812540
"('Alaska', 'James A. Michener')",0449217264
"('Albatross', 'Evelyn Anthony')",0515076449
"('Alburquerque', 'Rudolfo Anaya')",0446365440
"('Alchemy and Academe', 'Anne McCaffrey')",034528643X
"('Aldo Applesauce', 'Johanna Hurwitz')",0140340831
"('Aldo Ice Cream', 'Johanna Hurwitz')",0688003753
"(""Alejandro's Gift"", 'Richard E. Albert')",0811813428
"(""Alex Haley's Queen: The Story of an American Family"", 'Alex Haley')",0380702754
"('Alexander And The Terrible, Horrible, No Good, Very Bad Day', 'Judith Viorst')",0689711735
"(""Alexander Dolgun's story: An American in the Gulag"", 'Alexander Dolgun')",0394494970
"('Alexander and the Wind-Up Mouse', 'Leo Lionni')",0590430122
"(""Alexander's Bridge"", 'Willa Cather')",0452008751
"('Alexandra', 'Valerie Martin')",0671736884
"('Alexandra: The Last Tsarina', 'Carolly Erickson')",031230238X
"(""Alfred Hitchcock's Solve-Them-Yourself Mysteries"", 'Alfred Hitchcock')",0394812425
"(""Alfred Hitchcock's Witch's Brew"", 'Alfred Hitchcock')",0394859111
"('Alias Grace', 'Margaret Atwood')",0385475713
"('Alice Alone', 'Phyllis Reynolds Naylor')",0689851898
"('Alice Au Pays Des Merveilles', 'Lewis Carroll')",2070513661
"('Alice In Wonderland Great Illustrated CL (Alice in Wonderland)', 'Lewis Carroll')",086611873x
"('Alice Springs', 'Nikki Gemmell')",014028642X
"('Alice in Bed', 'Cathleen Schine')",0452276756
"('Alice in Wonderland', 'Lewis Carroll')",1853261181
"('Alice in Wonderland (Fairy Tale Classics Storybook)', 'Landoll')",1569875162
"('Alice in Wonderland and Through the Looking Glass', 'Lewis Carroll')",155994806X
"(""Alice's Adventures in Wonderland"", 'Lewis Carroll')",158717152X
"(""Alice's Adventures in Wonderland and Through the Looking Glass"", 'Lewis Carroll')",0451527747
"(""Alice's Tulips"", 'Sandra Dallas')",0312283784
"('Alices Adventures In Wonderland', 'Lewis Carroll')",0517488906
"('Alicia En El Pais De Las Maravillas', 'Lewis Carroll')",8495311046
"('Alicia En El Pais de Las Maravillas', 'Lewis Carroll')",8420612766
"('Alicia a Traves del Espejo', 'Lewis Carroll')",9504001068
"('Alien Agenda: Investigating the Extraterrestrial Presence Among Us', 'Jim Marrs')",0061096865
"('Alien Secrets', 'Annette Curtis Klause')",0440410614
"('Alien: A Novel', 'Alan Dean Foster')",0446829773
"('Aliens Among Us', 'Ruth Montgomery')",0449208095
"('Aliens in the Family', 'Margaret Mahy')",0590403214
"(""Alistair Cooke's America"", 'Alistair Cooke')",0394487265
"('All About Women', 'Andrew M. Greeley')",0812505700
"('All American Girl', 'Meg Cabot')",0330415557
"('All Around the Town', 'Mary Higgins Clark')",0671793489
"('All Around the World Cookbook', 'Sheila Lukins')",1563052377
"('All Creatures Great and Small', 'James Herriot')",0553268120
"(""All God's Children Need Traveling Shoes"", 'Maya Angelou')",067973404X
"('All Good Things... (Star Trek: The Next Generation)', 'Michael Jan Friedman')",0671521489
"('All He Ever Wanted', 'Anita Shreve')",0316782262
"('All I Need Is You', 'Johanna Lindsey')",0380762609
"('All I Really Need to Know', 'ROBERT FULGHUM')",080410526X
"('All I Really Need to Know I Learned from Watching Star Trek', 'Dave Marinaccio')",0517597985
"('All I Really Need to Know I Learned in Kindergarten: Uncommon Thoughts on Common Things', 'Robert Fulghum')",0394571029
"('All Manners of Food: Eating and Taste in England and France from the Middle Ages to the Present', 'Stephen Mennell')",0631156380
"('All Night Awake', 'Sarah A. Hoyt')",0441009735
"('All One Universe', 'Poul Anderson')",0312858736
"(""All Over but the Shoutin'"", 'Rick Bragg')",0679442588
"('All Quiet on the Western Front', 'Erich Maria Remarque')",0449213943
"('All Shall Be Well', 'Deborah Crombie')",0425147711
"('All She Was Worth', 'Miyuki Miyabe')",477001922X
"('All That Glitters', 'Linda Howard')",1551664321
"('All That Glitters', 'Thomas Tryon')",0440101115
"('All That I Am', 'Susan Oudot')",0671015680
"('All Things Bright and Beautiful', 'James Herriot')",0553204564
"('All Things Wise and Wonderful', 'James Herriot')",0553117467
